category,sub_id,sub_name,title,artist,videoId,url,license,source,length_sec,focus,origin
B 탐험,B9_final,마계/최종 던전,1-Les portes du Pandemonium- Alpha Hydrae,Loyalty Freak Music / Komiku,RI9n6daiAKY,https://www.youtube.com/watch?v=RI9n6daiAKY,CC0,https://loyaltyfreakmusic.com/,108,2,channel
B 탐험,B9_final,마계/최종 던전,Void Resonance,DOVA-SYNDROME (official),PIE3b5SCAIk,https://www.youtube.com/watch?v=PIE3b5SCAIk,Free (DOVA-SYNDROME license),https://dova-s.jp/,129,2,channel
B 탐험,B9_final,마계/최종 던전,Professor Umlaut,Kevin MacLeod,Oel6rxdIQag,https://www.youtube.com/watch?v=Oel6rxdIQag,CC BY 4.0,https://incompetech.com/,212,2,incompetech
B 탐험,B9_final,마계/최종 던전,"4am Doom Scrolling - 2HAC, Season 19",Ben Burnes (Abstraction),cgFR0reyeU4,https://www.youtube.com/watch?v=cgFR0reyeU4,Free with attribution,https://abstractionmusic.com/,235,2,channel
B 탐험,B9_final,마계/최종 던전,Halloween Music - Dark Castle of Mystbane,Derek & Brandon Fiechter,RAIgALCaAEQ,https://www.youtube.com/watch?v=RAIgALCaAEQ,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,224,2,channel
B 탐험,B9_final,마계/최종 던전,Choir of Doom III - Metal/Halloween,TeknoAXE,2Q_emWf4u_E,https://www.youtube.com/watch?v=2Q_emWf4u_E,CC BY 4.0,https://teknoaxe.com/,222,1,channel
B 탐험,B9_final,마계/최종 던전,Abyssal Forest,DOVA-SYNDROME (official),AVcAh65d8jo,https://www.youtube.com/watch?v=AVcAh65d8jo,Free (DOVA-SYNDROME license),https://dova-s.jp/,118,2,channel
B 탐험,B9_final,마계/최종 던전,Dark Fantasy Music – Lanterns of the Abyss,Derek & Brandon Fiechter,y_Dp4ZQywd0,https://www.youtube.com/watch?v=y_Dp4ZQywd0,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,201,2,channel
B 탐험,B9_final,마계/최종 던전,Looming Abyss,DOVA-SYNDROME (official),uT12NZJLekA,https://www.youtube.com/watch?v=uT12NZJLekA,Free (DOVA-SYNDROME license),https://dova-s.jp/,117,2,channel
B 탐험,B9_final,마계/최종 던전,Creepy Circus Music - Ferris Wheel of Doom,Derek & Brandon Fiechter,Rgmzcy-rF3g,https://www.youtube.com/watch?v=Rgmzcy-rF3g,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,174,2,channel
B 탐험,B9_final,마계/최종 던전,Whispers in the Abyss,DOVA-SYNDROME (official),5K9qGOxUWBc,https://www.youtube.com/watch?v=5K9qGOxUWBc,Free (DOVA-SYNDROME license),https://dova-s.jp/,110,2,channel
B 탐험,B9_final,마계/최종 던전,Void Resonance,DOVA-SYNDROME (official),O4PhhqLrN3U,https://www.youtube.com/watch?v=O4PhhqLrN3U,Free (DOVA-SYNDROME license),https://dova-s.jp/,107,2,channel
B 탐험,B9_final,마계/최종 던전,Void Resonance,DOVA-SYNDROME (official),cgSPnO4jEk0,https://www.youtube.com/watch?v=cgSPnO4jEk0,Free (DOVA-SYNDROME license),https://dova-s.jp/,70,1,channel
B 탐험,B9_final,마계/최종 던전,Raging Inferno,DOVA-SYNDROME (official),vH_M-nDN2fM,https://www.youtube.com/watch?v=vH_M-nDN2fM,Free (DOVA-SYNDROME license),https://dova-s.jp/,59,1,channel
B 탐험,B9_final,마계/최종 던전,Looming Abyss,DOVA-SYNDROME (official),9M1GnE3uYRw,https://www.youtube.com/watch?v=9M1GnE3uYRw,Free (DOVA-SYNDROME license),https://dova-s.jp/,53,1,channel
B 탐험,B9_final,마계/최종 던전,Canon in D for Two Harps,Kevin MacLeod,QNZ79OAYlgI,https://www.youtube.com/watch?v=QNZ79OAYlgI,CC BY 4.0,https://incompetech.com/,340,2,incompetech
B 탐험,B9_final,마계/최종 던전,Hell's Lullaby,Darren Curtis,39LJ17hO2Io,https://www.youtube.com/watch?v=39LJ17hO2Io,Free with attribution,https://www.darrencurtismusic.com/,148,3,channel
C 전투,C1_battle,일반 전투,Ethereal Relaxation,Kevin MacLeod,rB68GLeChVM,https://www.youtube.com/watch?v=rB68GLeChVM,CC BY 4.0,https://incompetech.com/,1686,4,incompetech
C 전투,C1_battle,일반 전투,"Up-tempo RPG battle music “Swift_Strike""",PeriTune,w5roRXWK96c,https://www.youtube.com/watch?v=w5roRXWK96c,CC BY 4.0,https://peritune.com/,1250,2,channel
C 전투,C1_battle,일반 전투,"Chris Zabriskie - ""I Am a Man Who Will Fight for Your Honor""",Chris Zabriskie,Eaj-V2KIxRk,https://www.youtube.com/watch?v=Eaj-V2KIxRk,CC BY 4.0,https://chriszabriskie.com/,687,2,channel
C 전투,C1_battle,일반 전투,Battle Music for Video Games & Bosses | By Tim Beek,Tim Beek,JfyYwssaAds,https://www.youtube.com/watch?v=JfyYwssaAds,Free with attribution (timbeek.com),https://timbeek.com/,602,2,channel
C 전투,C1_battle,일반 전투,Twitch AMA: Fight Complacency,Ben Burnes (Abstraction),Zc68VKc9kJE,https://www.youtube.com/watch?v=Zc68VKc9kJE,Free with attribution,https://abstractionmusic.com/,497,2,channel
C 전투,C1_battle,일반 전투,"At the Time of Encounter, Two Hands Joining Together",Nihilore,oYHu3ZO3V_0,https://www.youtube.com/watch?v=oYHu3ZO3V_0,CC BY 4.0,https://www.nihilore.com/,472,2,channel
C 전투,C1_battle,일반 전투,'The Encounter' (from 'Monomyth') Epic Hybrid Orchestral,Scott Buckley,GzkXK1GG2Pc,https://www.youtube.com/watch?v=GzkXK1GG2Pc,CC BY 4.0,https://www.scottbuckley.com.au/,307,2,channel
C 전투,C1_battle,일반 전투,Battle Glitch Bot - Glitch Hop,TeknoAXE,YmIyXcsbBU8,https://www.youtube.com/watch?v=YmIyXcsbBU8,CC BY 4.0,https://teknoaxe.com/,301,2,channel
C 전투,C1_battle,일반 전투,PANICPUMPKIN No.230 ゆきとどくもうどく,PANICPUMPKIN (みそか),FnOXPST5FTA,https://www.youtube.com/watch?v=FnOXPST5FTA,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,298,2,channel
C 전투,C1_battle,일반 전투,"Royalty Free Viking Battle Music - ""Prepare for War""",Alexander Nakarada,shymBOHp0nw,https://www.youtube.com/watch?v=shymBOHp0nw,CC BY 4.0,https://www.creatorchords.com/,276,2,channel
C 전투,C1_battle,일반 전투,壮大なバトルBGM 飛翔 公式・高音質,H/MIX GALLERY (秋山裕和),eMcQJvS9Sgg,https://www.youtube.com/watch?v=eMcQJvS9Sgg,Free with attribution (hmix.net terms),http://www.hmix.net/,261,2,channel
C 전투,C1_battle,일반 전투,Attack of the Cyborg Legion,MusMus,cVxMqrAi6YQ,https://www.youtube.com/watch?v=cVxMqrAi6YQ,Free with attribution (musmus.main.jp),https://musmus.main.jp/,260,2,channel
C 전투,C1_battle,일반 전투,"""8 Bit Scrap!"" Fun Battle Game Music",HeatleyBros,ay-ccm07XmU,https://www.youtube.com/watch?v=ay-ccm07XmU,Free with attribution,https://www.heatleybros.com/,257,2,channel
C 전투,C1_battle,일반 전투,Japanese Battle Music - Warrior Princess,Derek & Brandon Fiechter,3682NaD1TOs,https://www.youtube.com/watch?v=3682NaD1TOs,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,243,2,channel
C 전투,C1_battle,일반 전투,The Last Encounter RPG Battle Theme FL Studio 11,Matthew Pablo,i3T7XbQGWqU,https://www.youtube.com/watch?v=i3T7XbQGWqU,CC BY 3.0,https://matthewpablo.com/,242,2,channel
C 전투,C1_battle,일반 전투,Punch Deck - Brazilian Street Fight,Punch Deck,C884hkgYOYw,https://www.youtube.com/watch?v=C884hkgYOYw,CC BY 4.0,https://punchdeck.bandcamp.com/,235,2,channel
C 전투,C1_battle,일반 전투,ループ -4つ打ち 和楽器 演舞バトルBGM by hitoshi /,Senses Circuit,WqUF7g6CGZQ,https://www.youtube.com/watch?v=WqUF7g6CGZQ,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,230,2,channel
C 전투,C1_battle,일반 전투,"RAGNARÖK - - To Vigrith, the field of battle",Vindsvept,c_laHrz4W6g,https://www.youtube.com/watch?v=c_laHrz4W6g,Free with attribution (non-commercial),https://vindsvept.bandcamp.com/,230,2,channel
C 전투,C1_battle,일반 전투,Alexandr Zhelanov - Battle track 2 (FREE TO USE),Alexandr Zhelanov,T_5FqPEXCHg,https://www.youtube.com/watch?v=T_5FqPEXCHg,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,201,2,channel
C 전투,C1_battle,일반 전투,Komiku - Combat de patron,Loyalty Freak Music / Komiku,CuTqkw2x170,https://www.youtube.com/watch?v=CuTqkw2x170,CC0,https://loyaltyfreakmusic.com/,191,2,channel
C 전투,C1_battle,일반 전투,Sunshine Skirmish (Free ),Trevor Lentz,f5td09NZq-w,https://www.youtube.com/watch?v=f5td09NZq-w,CC BY 3.0,https://opengameart.org/users/trevor-lentz,162,2,channel
C 전투,C1_battle,일반 전투,289: Heated Battle - Aaron Krogh Music,Aaron Krogh,HifT2aylVEE,https://www.youtube.com/watch?v=HifT2aylVEE,Free with attribution,https://soundcloud.com/aaron-anderson-11,142,2,channel
C 전투,C1_battle,일반 전투,戦闘曲ファンタジー04,魔王魂 (森田交一),j9CHkx-VbYo,https://www.youtube.com/watch?v=j9CHkx-VbYo,Free with attribution (maou.audio terms),https://maou.audio/,137,2,channel
C 전투,C1_battle,일반 전투,Battle! - 2,Visager,ggzXXbMqfOQ,https://www.youtube.com/watch?v=ggzXXbMqfOQ,CC BY 4.0,https://visager.bandcamp.com/,125,2,channel
C 전투,C1_battle,일반 전투,Kitty Fight! RPG Lighthearted Battle Music,Darren Curtis,0bhkjKvE61s,https://www.youtube.com/watch?v=0bhkjKvE61s,Free with attribution,https://www.darrencurtismusic.com/,120,2,channel
C 전투,C1_battle,일반 전투,INTO BATTLE FIELD,DOVA-SYNDROME (official),PdUnO97mc4Y,https://www.youtube.com/watch?v=PdUnO97mc4Y,Free (DOVA-SYNDROME license),https://dova-s.jp/,117,2,channel
C 전투,C1_battle,일반 전투,Ogg Action Music Pack Preview,Eric Matyas (Soundimage.org),q0l3ob1wWB4,https://www.youtube.com/watch?v=q0l3ob1wWB4,Free with attribution,https://soundimage.org/,438,1,channel
C 전투,C1_battle,일반 전투,♩♫ Epic Action Music ♪♬ - Shoot on Sight (Copyright and Royalty Free),Ross Bugden,GDQBtKoJP0E,https://www.youtube.com/watch?v=GDQBtKoJP0E,Free with attribution,https://www.youtube.com/@RossBugden,123,1,channel
C 전투,C1_battle,일반 전투,Sergey Cheremisinov - Dream - Search and fight ( music),Sergey Cheremisinov,vJDm0ywGoog,https://www.youtube.com/watch?v=vJDm0ywGoog,CC BY 4.0,https://www.cheremisinov.com/,98,1,channel
C 전투,C1_battle,일반 전투,Clash Defiant,Kevin MacLeod,KKVgIrnlWDg,https://www.youtube.com/watch?v=KKVgIrnlWDg,CC BY 4.0,https://incompetech.com/,376,1,incompetech
C 전투,C1_battle,일반 전투,"The speedy battle Music ""BattleField5",PeriTune,y9kki5LxFEc,https://www.youtube.com/watch?v=y9kki5LxFEc,CC BY 4.0,https://peritune.com/,668,2,channel
C 전투,C1_battle,일반 전투,Bitter Fight,Tim Beek,vU34TZEuRic,https://www.youtube.com/watch?v=vU34TZEuRic,Free with attribution (timbeek.com),https://timbeek.com/,96,1,channel
C 전투,C1_battle,일반 전투,Pocket Playground OST - Survival Battle,Ben Burnes (Abstraction),LpTb0PIr9Zo,https://www.youtube.com/watch?v=LpTb0PIr9Zo,Free with attribution,https://abstractionmusic.com/,128,2,channel
C 전투,C1_battle,일반 전투,'Crusader' Epic Action Cue,Scott Buckley,phVBsnRp3Qo,https://www.youtube.com/watch?v=phVBsnRp3Qo,CC BY 4.0,https://www.scottbuckley.com.au/,77,1,channel
C 전투,C1_battle,일반 전투,The Next Fight Game - Breakbeats,TeknoAXE,DLIVa9kdTFw,https://www.youtube.com/watch?v=DLIVa9kdTFw,CC BY 4.0,https://teknoaxe.com/,243,2,channel
C 전투,C1_battle,일반 전투,PANICPUMPKIN No.122 やこうせいしすてむ,PANICPUMPKIN (みそか),nZXroOUf7ok,https://www.youtube.com/watch?v=nZXroOUf7ok,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,167,2,channel
C 전투,C1_battle,일반 전투,Ta n Brawl (ft. ) - Royalty Free Celtic Folk Music,Alexander Nakarada,QNdbeT1aT8s,https://www.youtube.com/watch?v=QNdbeT1aT8s,CC BY 4.0,https://www.creatorchords.com/,267,2,channel
C 전투,C1_battle,일반 전투,Consective Battle / YM-2608 Chiptune,MusMus,YRBRLdn2s10,https://www.youtube.com/watch?v=YRBRLdn2s10,Free with attribution (musmus.main.jp),https://musmus.main.jp/,229,2,channel
C 전투,C1_battle,일반 전투,"""Fight Or Flight"" - 8 Bit Battle Rock - RPG Game Music",HeatleyBros,5uPFiSBlZUE,https://www.youtube.com/watch?v=5uPFiSBlZUE,Free with attribution,https://www.heatleybros.com/,185,2,channel
C 전투,C1_battle,일반 전투,Futuristic Battle Music – Invasion of the Cyborgs,Derek & Brandon Fiechter,vuzQ6dWSvUU,https://www.youtube.com/watch?v=vuzQ6dWSvUU,Free with attribution (non-commercial),https://www.youtube.com/@Fiechters,222,2,channel
C 전투,C2_boss,보스 전투,MAKING HIP HOP BEATS - ...like a boss,Alexander Nakarada,66CJSP7jRts,https://www.youtube.com/watch?v=66CJSP7jRts,CC BY 4.0,https://www.creatorchords.com/,510,2,channel
C 전투,C2_boss,보스 전투,壮大なシネマティック曲 Holy_Place3,PeriTune,FlDjVrnq9uc,https://www.youtube.com/watch?v=FlDjVrnq9uc,CC BY 4.0,https://peritune.com/,484,2,channel
C 전투,C2_boss,보스 전투,ループ -邪悪 ボスバトル ダンジョンBGM by hitoshi /,Senses Circuit,qK5aZs5JrWQ,https://www.youtube.com/watch?v=qK5aZs5JrWQ,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,297,2,channel
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.171 けたはずれのじそんしん,PANICPUMPKIN (みそか),DMb9KWQG33o,https://www.youtube.com/watch?v=DMb9KWQG33o,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,277,2,channel
C 전투,C2_boss,보스 전투,8 Bit Boss - Boss Battle Music,HeatleyBros,hgzlmu0K3YI,https://www.youtube.com/watch?v=hgzlmu0K3YI,Free with attribution,https://www.heatleybros.com/,264,2,channel
C 전투,C2_boss,보스 전투,Alexandr Zhelanov - Confrontation (FREE TO USE),Alexandr Zhelanov,_QMH0YhPTQ0,https://www.youtube.com/watch?v=_QMH0YhPTQ0,CC BY 3.0/4.0,https://soundcloud.com/alexandr-zhelanov,237,2,channel
C 전투,C2_boss,보스 전투,Wasteland Showdown Video Game Music by Matthew Pablo,Matthew Pablo,E3Z3HYWFMQk,https://www.youtube.com/watch?v=E3Z3HYWFMQk,CC BY 3.0,https://matthewpablo.com/,214,2,channel
C 전투,C2_boss,보스 전투,Dark Sanctum (Boss Fight),Visager,kuUkEQoI_4o,https://www.youtube.com/watch?v=kuUkEQoI_4o,CC BY 4.0,https://visager.bandcamp.com/,180,2,channel
C 전투,C2_boss,보스 전투,Killers,Kevin MacLeod,UhrAb_qON94,https://www.youtube.com/watch?v=UhrAb_qON94,CC BY 4.0,https://incompetech.com/,305,1,incompetech
C 전투,C2_boss,보스 전투,'Titan' Uplifting Epic Orchestral,Scott Buckley,vtu8f2dKriY,https://www.youtube.com/watch?v=vtu8f2dKriY,CC BY 4.0,https://www.scottbuckley.com.au/,175,1,channel
C 전투,C2_boss,보스 전투,Titan Powerplant,Eric Matyas (Soundimage.org),IXAaoefRHwU,https://www.youtube.com/watch?v=IXAaoefRHwU,Free with attribution,https://soundimage.org/,157,1,channel
C 전투,C2_boss,보스 전투,Music for Games Space Boss Battle - Download in description,Tim Beek,NVdbDSSuBNM,https://www.youtube.com/watch?v=NVdbDSSuBNM,Free with attribution (timbeek.com),https://timbeek.com/,128,1,channel
C 전투,C2_boss,보스 전투,"Epic Asian Battle Theme ""Samurai Sake Showdown"" Updated",Darren Curtis,Rwzdpy5Smnk,https://www.youtube.com/watch?v=Rwzdpy5Smnk,Free with attribution,https://www.darrencurtismusic.com/,119,1,channel
C 전투,C2_boss,보스 전투,Boss fight,Alexander Nakarada,GDH5glQ2AyY,https://www.youtube.com/watch?v=GDH5glQ2AyY,CC BY 4.0,https://www.creatorchords.com/,87,1,channel
C 전투,C2_boss,보스 전투,情熱的な和風オーケストラ Ametsuchi,PeriTune,b2dSLsHIHug,https://www.youtube.com/watch?v=b2dSLsHIHug,CC BY 4.0,https://peritune.com/,150,1,channel
C 전투,C2_boss,보스 전투,ループTAZ -RPGバトル・ボス・ギターロック by TAZ /,Senses Circuit,Ey53tLY1xUo,https://www.youtube.com/watch?v=Ey53tLY1xUo,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,680,1,channel
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.140 じゃあくなこころ,PANICPUMPKIN (みそか),637xgATFL9g,https://www.youtube.com/watch?v=637xgATFL9g,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,169,1,channel
C 전투,C2_boss,보스 전투,The Complex,Kevin MacLeod,DkKjv25xtEE,https://www.youtube.com/watch?v=DkKjv25xtEE,CC BY 4.0,https://incompetech.com/,268,1,incompetech
C 전투,C2_boss,보스 전투,Boss Battle,Eric Matyas (Soundimage.org),Ul3XiB18nuc,https://www.youtube.com/watch?v=Ul3XiB18nuc,Free with attribution,https://soundimage.org/,100,1,channel
C 전투,C2_boss,보스 전투,A Boss Theme Inspired by Final Fantasy | By Tim Beek,Tim Beek,fUEmvlewebU,https://www.youtube.com/watch?v=fUEmvlewebU,Free with attribution (timbeek.com),https://timbeek.com/,121,1,channel
C 전투,C2_boss,보스 전투,"Asian Hybrid ""Samurai Saké Showdown""",Darren Curtis,NOGZX7Z4wSI,https://www.youtube.com/watch?v=NOGZX7Z4wSI,Free with attribution,https://www.darrencurtismusic.com/,77,1,channel
C 전투,C2_boss,보스 전투,Mega Boss Fight,Alexander Nakarada,_0M7Lvyl554,https://www.youtube.com/watch?v=_0M7Lvyl554,CC BY 4.0,https://www.creatorchords.com/,55,1,channel
C 전투,C2_boss,보스 전투,賑やかなアラビアン・オリエンタル Folk_Arabian,PeriTune,9BqvaO_rTKg,https://www.youtube.com/watch?v=9BqvaO_rTKg,CC BY 4.0,https://peritune.com/,112,1,channel
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.101 あらしのまじん,PANICPUMPKIN (みそか),zOsKAMxXSpw,https://www.youtube.com/watch?v=zOsKAMxXSpw,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,159,1,channel
C 전투,C2_boss,보스 전투,Call to Adventure,Kevin MacLeod,BCpB4dec6hk,https://www.youtube.com/watch?v=BCpB4dec6hk,CC BY 4.0,https://incompetech.com/,247,1,incompetech
C 전투,C2_boss,보스 전투,Invasion of the Giant Disco Ants,Eric Matyas (Soundimage.org),qiE3qY5fb6o,https://www.youtube.com/watch?v=qiE3qY5fb6o,Free with attribution,https://soundimage.org/,89,1,channel
C 전투,C2_boss,보스 전투,Villain Showdown: Frozen Sword Soundtrack,Darren Curtis,I_PSePmq8Y0,https://www.youtube.com/watch?v=I_PSePmq8Y0,Free with attribution,https://www.darrencurtismusic.com/,76,1,channel
C 전투,C2_boss,보스 전투,おしゃれなタンゴ Tango_Romantic,PeriTune,TOEsmj82120,https://www.youtube.com/watch?v=TOEsmj82120,CC BY 4.0,https://peritune.com/,96,1,channel
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.219 はんこつのらんぶ,PANICPUMPKIN (みそか),0yko8ovYOPM,https://www.youtube.com/watch?v=0yko8ovYOPM,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,151,1,channel
C 전투,C2_boss,보스 전투,Dark Fog,Kevin MacLeod,7-LEBIfAh1A,https://www.youtube.com/watch?v=7-LEBIfAh1A,CC BY 4.0,https://incompetech.com/,239,1,incompetech
C 전투,C2_boss,보스 전투,The Giant Gates Open,Eric Matyas (Soundimage.org),XacRVDKdwnE,https://www.youtube.com/watch?v=XacRVDKdwnE,Free with attribution,https://soundimage.org/,75,1,channel
C 전투,C2_boss,보스 전투,情熱的なタンゴ Folk_Tango,PeriTune,zhEF2NO3r0k,https://www.youtube.com/watch?v=zhEF2NO3r0k,CC BY 4.0,https://peritune.com/,78,1,channel
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.079 わらうきこうし,PANICPUMPKIN (みそか),XMn3zMlDOg0,https://www.youtube.com/watch?v=XMn3zMlDOg0,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,113,1,channel
C 전투,C2_boss,보스 전투,Vadodora,Kevin MacLeod,hlXfnnBOoTs,https://www.youtube.com/watch?v=hlXfnnBOoTs,CC BY 4.0,https://incompetech.com/,223,1,incompetech
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.139 ゆだんはきんもつ,PANICPUMPKIN (みそか),wmx_6ZvXo-I,https://www.youtube.com/watch?v=wmx_6ZvXo-I,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,108,1,channel
C 전투,C2_boss,보스 전투,Shadowlands 1 - Horizon,Kevin MacLeod,w0dmeSsQVoo,https://www.youtube.com/watch?v=w0dmeSsQVoo,CC BY 4.0,https://incompetech.com/,220,1,incompetech
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.022 かぜがきりさく,PANICPUMPKIN (みそか),GEfOfU6PRNA,https://www.youtube.com/watch?v=GEfOfU6PRNA,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,107,1,channel
C 전투,C2_boss,보스 전투,Big Drumming,Kevin MacLeod,42s2UM1HjY4,https://www.youtube.com/watch?v=42s2UM1HjY4,CC BY 4.0,https://incompetech.com/,219,1,incompetech
C 전투,C2_boss,보스 전투,PANICPUMPKIN No.071 わざわいのびしゅ,PANICPUMPKIN (みそか),ix9x1RPanm0,https://www.youtube.com/watch?v=ix9x1RPanm0,Free with attribution (panicpumpkin terms),https://pansound.com/panicpumpkin/,103,1,channel
C 전투,C2_boss,보스 전투,Reformat,Kevin MacLeod,YU9AWznimrU,https://www.youtube.com/watch?v=YU9AWznimrU,CC BY 4.0,https://incompetech.com/,219,1,incompetech
C 전투,C3_rival,라이벌/특수 보스,Music from 'Victim' Animator vs. Animation 11,Scott Buckley,_a7fp-U6_qE,https://www.youtube.com/watch?v=_a7fp-U6_qE,CC BY 4.0,https://www.scottbuckley.com.au/,1007,2,channel
C 전투,C3_rival,라이벌/특수 보스,Female Solo Vocals Comparison - Ethera Gold Atlantis vs Jaeger IV vs Shevannai : No Talking,Darren Curtis,r_cg6aAFw9k,https://www.youtube.com/watch?v=r_cg6aAFw9k,Free with attribution,https://www.darrencurtismusic.com/,402,2,channel
C 전투,C3_rival,라이벌/특수 보스,ループ -宿敵 因縁 対峙BGM by hitoshi /,Senses Circuit,BfcGVFd5j5w,https://www.youtube.com/watch?v=BfcGVFd5j5w,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,210,2,channel
C 전투,C3_rival,라이벌/특수 보스,"""New Challenger!"" Exciting Adventure Game Music",HeatleyBros,vlQaSqIvkFc,https://www.youtube.com/watch?v=vlQaSqIvkFc,Free with attribution,https://www.heatleybros.com/,183,2,channel
C 전투,C3_rival,라이벌/특수 보스,Spy vs Jam - Funk/Metal,TeknoAXE,rAtYgl55_X8,https://www.youtube.com/watch?v=rAtYgl55_X8,CC BY 4.0,https://teknoaxe.com/,193,1,channel
C 전투,C3_rival,라이벌/특수 보스,Black Gold Skinhead (Kanye vs. Black Keys) - Visager,Visager,2P9Dk2ImR84,https://www.youtube.com/watch?v=2P9Dk2ImR84,CC BY 4.0,https://visager.bandcamp.com/,171,1,channel
C 전투,C3_rival,라이벌/특수 보스,Pixel Spy vs Spy,Eric Matyas (Soundimage.org),RyMIKhq7eck,https://www.youtube.com/watch?v=RyMIKhq7eck,Free with attribution,https://soundimage.org/,96,1,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'The Machine' Animator vs. Animation 13,Scott Buckley,Rqrh_1ZxPQY,https://www.youtube.com/watch?v=Rqrh_1ZxPQY,CC BY 4.0,https://www.scottbuckley.com.au/,994,2,channel
C 전투,C3_rival,라이벌/특수 보스,ループ -宿敵 因縁 メタルBGM by hitoshi /,Senses Circuit,T_Gq47QH6jo,https://www.youtube.com/watch?v=T_Gq47QH6jo,Free with attribution (senses-circuit.com),https://www.senses-circuit.com/,481,1,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Hacker' Animator vs. Animation 12,Scott Buckley,nC87g5_QGt8,https://www.youtube.com/watch?v=nC87g5_QGt8,CC BY 4.0,https://www.scottbuckley.com.au/,986,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Animation vs. Physics',Scott Buckley,kvWHRL_UFiE,https://www.youtube.com/watch?v=kvWHRL_UFiE,CC BY 4.0,https://www.scottbuckley.com.au/,968,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Lucky Block Staff' - Animation Vs. Minecraft Ep. 33,Scott Buckley,2jIWuT6bIUs,https://www.youtube.com/watch?v=2jIWuT6bIUs,CC BY 4.0,https://www.scottbuckley.com.au/,813,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Animation vs Math',Scott Buckley,1yFOe4lbvKM,https://www.youtube.com/watch?v=1yFOe4lbvKM,CC BY 4.0,https://www.scottbuckley.com.au/,808,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Wanted' - Animator vs. Animation VI Ep. 1,Scott Buckley,_MawPgpPtXA,https://www.youtube.com/watch?v=_MawPgpPtXA,CC BY 4.0,https://www.scottbuckley.com.au/,765,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Bedwars' - Animation vs. Minecraft Ep. 36,Scott Buckley,KDYG7lDHog8,https://www.youtube.com/watch?v=KDYG7lDHog8,CC BY 4.0,https://www.scottbuckley.com.au/,642,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'The Box' - Animator vs. Animation VI Ep. 2,Scott Buckley,cRQZp-lzNo0,https://www.youtube.com/watch?v=cRQZp-lzNo0,CC BY 4.0,https://www.scottbuckley.com.au/,636,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Animation vs. Addiction',Scott Buckley,9V9yW_xuhLg,https://www.youtube.com/watch?v=9V9yW_xuhLg,CC BY 4.0,https://www.scottbuckley.com.au/,634,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Creeper Clan' Animation vs. Minecraft Ep. 40,Scott Buckley,w8q7lI4HESM,https://www.youtube.com/watch?v=w8q7lI4HESM,CC BY 4.0,https://www.scottbuckley.com.au/,597,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'The Aether' Animation vs. Minecraft Ep. 39,Scott Buckley,U_tZl6g8zWY,https://www.youtube.com/watch?v=U_tZl6g8zWY,CC BY 4.0,https://www.scottbuckley.com.au/,520,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Monster School' - Animation Vs. Minecraft Ep. 27,Scott Buckley,MHg3t4Qadu0,https://www.youtube.com/watch?v=MHg3t4Qadu0,CC BY 4.0,https://www.scottbuckley.com.au/,476,2,channel
C 전투,C3_rival,라이벌/특수 보스,Music from 'Note Block Concert' - Animation Vs. Minecraft Ep. 35,Scott Buckley,1Vseg_2LCFI,https://www.youtube.com/watch?v=1Vseg_2LCFI,CC BY 4.0,https://www.scottbuckley.com.au/,463,2,channel
